Site ID,Energy Consumption (kWh),Date
CCC0611,355.29,8/22/2020
CCC0611,219.19,8/23/2020
CCC0611,768.08,8/24/2020
CCC0611,860.4,8/25/2020
CCC0611,916.04,8/26/2020
CCC0611,890.36,8/27/2020
CCC0611,856.3,8/28/2020
CCC0611,543.45,8/29/2020
CCC0611,541.27,8/30/2020
CCC0611,913.32,8/31/2020
CCC0611,808.05,09-01-2020
CCC0611,825.63,09-02-2020
CCC0611,769.9,09-03-2020
CCC0611,819.86,09-04-2020
CCC0611,413.3,09-05-2020
CCC0611,444.56,09-06-2020
CCC0611,497.83,09-07-2020
CCC0611,873.69,09-08-2020
CCC0611,910.86,09-09-2020
CCC0611,804.97,09-10-2020
CCC0611,702.16,09-11-2020
CCC0611,333.78,09-12-2020
CCC0611,341.37,9/13/2020
CCC0611,787.02,9/14/2020
CCC0611,882.22,9/15/2020
CCC0611,885.51,9/16/2020
CCC0611,1023.58,9/17/2020
CCC0611,835.73,9/18/2020
CCC0611,387.37,9/19/2020
CCC0611,386.28,9/20/2020
CCC0611,822.68,9/21/2020
CCC0611,835,9/22/2020
CCC0611,781.1,9/23/2020
CCC0611,743.84,9/24/2020
CCC0611,743.12,9/25/2020
CCC0611,449.17,9/26/2020
CCC0611,337.63,9/27/2020
CCC0611,722.06,9/28/2020
CCC0611,882.43,9/29/2020
CCC0611,772.76,9/30/2020
CCC0611,733.14,10-01-2020
CCC0611,750.03,10-02-2020
CCC0611,353.1,10-03-2020
CCC0611,333.04,10-04-2020
CCC0611,730.43,10-05-2020
CCC0611,771.09,10-06-2020
CCC0611,755.58,10-07-2020
CCC0611,805.91,10-08-2020
CCC0611,758.56,10-09-2020
CCC0611,300.06,10-10-2020
CCC0611,309.15,10-11-2020
CCC0611,852.54,10-12-2020
CCC0611,866.54,10/13/2020
CCC0611,754.84,10/14/2020
CCC0611,754.24,10/15/2020
CCC0611,532.48,10/16/2020
CCC0611,409.41,10/17/2020
CCC0611,433.9,10/18/2020
CCC0611,748.39,10/19/2020
CCC0611,706.69,10/20/2020
CCC0611,737.14,10/21/2020
CCC0611,802.57,10/22/2020
CCC0611,624.26,10/23/2020
CCC0611,293.18,10/24/2020
CCC0611,292.68,10/25/2020
CCC0611,639.69,10/26/2020
CCC0611,781.42,10/27/2020
CCC0611,832.42,10/28/2020
CCC0611,823.88,10/29/2020
CCC0611,744.93,10/30/2020
CCC0611,406.51,10/31/2020
CCC0611,447.62,11-01-2020
CCC0611,853.41,11-02-2020
CCC0611,761.81,11-03-2020
CCC0611,807.8,11-04-2020
CCC0611,764.59,11-05-2020
CCC0611,830.48,11-06-2020
CCC0611,353.48,11-07-2020
CCC0611,351.67,11-08-2020
CCC0611,724.9,11-09-2020
CCC0611,804.68,11-10-2020
CCC0611,668.85,11-11-2020
CCC0611,779.06,11-12-2020
CCC0611,757.35,11/13/2020
CCC0611,371.91,11/14/2020
CCC0611,322.95,11/15/2020
CCC0611,768.33,11/16/2020
CCC0611,809.43,11/17/2020
CCC0611,687.37,11/18/2020
CCC0611,716.98,11/19/2020
CCC0611,120.85,11/20/2020
,,11-01-2019
,,11-02-2019
,,11-03-2019
,,11-04-2019
,,11-05-2019
,,11-06-2019
,,11-07-2019
,,11-08-2019
,,11-09-2019
,,11-10-2019
,,11-11-2019
,,11-12-2019
,,11/13/2019
,,11/14/2019
,,11/15/2019
,,11/16/2019
,,11/17/2019
,,11/18/2019
,,11/19/2019
,,11/20/2019
,,11/21/2019
,,11/22/2019
,,11/23/2019
,,11/24/2019
,,11/25/2019
,,11/26/2019
,,11/27/2019
,,11/28/2019
,,11/29/2019
,,11/30/2019
,,12-01-2019
,,12-02-2019
,,12-03-2019
,,12-04-2019
,,12-05-2019
CCC1140,249.2,12-06-2019
CCC1140,62.36,12-07-2019
CCC1140,32.13,12-08-2019
CCC1140,301.44,12-09-2019
CCC1140,359.52,12-10-2019
CCC1140,242.83,12-11-2019
CCC1140,281.6,12-12-2019
CCC1140,331.91,12/13/2019
CCC1140,74.34,12/14/2019
CCC1140,51.57,12/15/2019
CCC1140,271.51,12/16/2019
CCC1140,321.48,12/17/2019
CCC1140,278.77,12/18/2019
CCC1140,282.41,12/19/2019
CCC1140,329.01,12/20/2019
CCC1140,33.41,12/21/2019
CCC1140,33.35,12/22/2019
CCC1140,203.84,12/23/2019
CCC1140,275.71,12/24/2019
CCC1140,36.3,12/25/2019
CCC1140,257.86,12/26/2019
CCC1140,264.5,12/27/2019
CCC1140,81.49,12/28/2019
CCC1140,43.88,12/29/2019
CCC1140,242.62,12/30/2019
CCC1140,200.04,12/31/2019
CCC1140,36.31,01-01-2020
CCC1140,186.91,01-02-2020
CCC1140,235.57,01-03-2020
CCC1140,34.03,01-04-2020
CCC1140,34.22,01-05-2020
CCC1140,248.29,01-06-2020
CCC1140,282.73,01-07-2020
CCC1140,286.52,01-08-2020
CCC1140,300.2,01-09-2020
CCC1140,279.53,01-10-2020
CCC1140,60.23,01-11-2020
CCC1140,35.54,01-12-2020
CCC1140,258.78,1/13/2020
CCC1140,257.4,1/14/2020
CCC1140,305.02,1/15/2020
CCC1140,325.12,1/16/2020
CCC1140,241.89,1/17/2020
CCC1140,61.06,1/18/2020
CCC1140,35.23,1/19/2020
CCC1140,277.95,1/20/2020
CCC1140,277.05,1/21/2020
CCC1140,242.85,1/22/2020
CCC1140,304.18,1/23/2020
CCC1140,261.7,1/24/2020
CCC1140,89.64,1/25/2020
CCC1140,36.6,1/26/2020
CCC1140,256.13,1/27/2020
CCC1140,290.65,1/28/2020
CCC1140,320.81,1/29/2020
CCC1140,317.78,1/30/2020
CCC1140,297.29,1/31/2020
CCC1140,37.77,02-01-2020
CCC1140,35.87,02-02-2020
CCC1140,251.1,02-03-2020
CCC1140,310.84,02-04-2020
CCC1140,278.97,02-05-2020
CCC1140,325.44,02-06-2020
CCC1140,306.82,02-07-2020
CCC1140,35.69,02-08-2020
CCC1140,36.26,02-09-2020
CCC1140,217.1,02-10-2020
CCC1140,290.13,02-11-2020
CCC1140,230.82,02-12-2020
CCC1140,296.52,2/13/2020
CCC1140,238.31,2/14/2020
CCC1140,48.45,2/15/2020
CCC1140,35.03,2/16/2020
CCC1140,294.8,2/17/2020
CCC1140,261.07,2/18/2020
CCC1140,289.23,2/19/2020
CCC1140,325.4,2/20/2020
CCC1140,254.55,2/21/2020
CCC1140,132.35,2/22/2020
CCC1140,69.39,2/23/2020
CCC1140,255.88,2/24/2020
CCC1140,310.5,2/25/2020
CCC1140,284.66,2/26/2020
CCC1140,264.27,2/27/2020
CCC1140,230.57,2/28/2020
CCC1140,55.24,2/29/2020
CCC1140,41.68,03-01-2020
CCC1140,176.67,03-02-2020
CCC1140,238.72,03-03-2020
CCC1140,282.3,03-04-2020
CCC1140,267.52,03-05-2020
CCC1140,261.98,03-06-2020
CCC1140,41.36,03-07-2020
CCC1140,48.89,03-08-2020
CCC1140,255.77,03-09-2020
CCC1140,261.82,03-10-2020
CCC1140,238.82,03-11-2020
CCC1140,238.48,03-12-2020
CCC1140,258.18,3/13/2020
CCC1140,34.88,3/14/2020
CCC1140,34,3/15/2020
CCC1140,222.11,3/16/2020
CCC1140,247.96,3/17/2020
CCC1140,277.5,3/18/2020
CCC1140,250.69,3/19/2020
CCC1140,209.09,3/20/2020
CCC1140,43.49,3/21/2020
CCC1140,33.82,3/22/2020
CCC1140,225.65,3/23/2020
CCC1140,235,3/24/2020
CCC1140,231.28,3/25/2020
CCC1140,188.14,3/26/2020
CCC1140,187.04,3/27/2020
CCC1140,37.9,3/28/2020
CCC1140,37.5,3/29/2020
CCC1140,197.29,3/30/2020
CCC1140,148.66,3/31/2020
CCC1140,159.89,04-01-2020
CCC1140,140.16,04-02-2020
CCC1140,142.79,04-03-2020
CCC1140,37.91,04-04-2020
CCC1140,37.51,04-05-2020
CCC1140,159.55,04-06-2020
CCC1140,124.14,04-07-2020
CCC1140,150.3,04-08-2020
CCC1140,140.9,04-09-2020
CCC1140,120.56,04-10-2020
CCC1140,32.46,04-11-2020
CCC1140,31.24,04-12-2020
CCC1140,199.88,4/13/2020
CCC1140,181.66,4/14/2020
CCC1140,201.03,4/15/2020
CCC1140,148.02,4/16/2020
CCC1140,124.4,4/17/2020
CCC1140,42.29,4/18/2020
CCC1140,34.86,4/19/2020
CCC1140,65.01,4/20/2020
CCC1140,143.83,4/21/2020
CCC1140,179.02,4/22/2020
CCC1140,177.98,4/23/2020
CCC1140,186.5,4/24/2020
CCC1140,35.3,4/25/2020
CCC1140,34.52,4/26/2020
CCC1140,116.32,4/27/2020
CCC1140,226.92,4/28/2020
CCC1140,242.07,4/29/2020
CCC1140,195.77,4/30/2020
CCC1140,118.61,05-01-2020
CCC1140,35.23,05-02-2020
CCC1140,34.61,05-03-2020
CCC1140,315.07,05-04-2020
CCC1140,324.44,05-05-2020
CCC1140,188.63,05-06-2020
CCC1140,226.58,05-07-2020
CCC1140,244.66,05-08-2020
CCC1140,213.51,05-09-2020
CCC1140,54.56,05-10-2020
CCC1140,203.45,05-11-2020
CCC1140,317.28,05-12-2020
CCC1140,234.41,5/13/2020
CCC1140,242.5,5/14/2020
CCC1140,221.24,5/15/2020
CCC1140,65.42,5/16/2020
CCC1140,38.77,5/17/2020
CCC1140,96.87,5/18/2020
CCC1140,237.12,5/19/2020
CCC1140,215.54,5/20/2020
CCC1140,157.9,5/21/2020
CCC1140,83.83,5/22/2020
CCC1140,32.15,5/23/2020
CCC1140,33.8,5/24/2020
CCC1140,48.76,5/25/2020
CCC1140,170.22,5/26/2020
CCC1140,286.48,5/27/2020
CCC1140,325.35,5/28/2020
CCC1140,341.61,5/29/2020
CCC1140,164.36,5/30/2020
CCC1140,42.14,5/31/2020
CCC1140,234.88,06-01-2020
CCC1140,295.32,06-02-2020
CCC1140,251.1,06-03-2020
CCC1140,323.05,06-04-2020
CCC1140,315.82,06-05-2020
CCC1140,64.03,06-06-2020
CCC1140,55.54,06-07-2020
CCC1140,155.65,06-08-2020
CCC1140,150.26,06-09-2020
CCC1140,287.12,06-10-2020
CCC1140,331.59,06-11-2020
CCC1140,122.97,06-12-2020
CCC1140,109.73,6/13/2020
CCC1140,39.38,6/14/2020
CCC1140,157.5,6/15/2020
CCC1140,306.8,6/16/2020
CCC1140,310.75,6/17/2020
CCC1140,378.66,6/18/2020
CCC1140,280.84,6/19/2020
CCC1140,59.24,6/20/2020
CCC1140,56.01,6/21/2020
CCC1140,233.2,6/22/2020
CCC1140,323.08,6/23/2020
CCC1140,367.5,6/24/2020
CCC1140,403.58,6/25/2020
CCC1140,394.14,6/26/2020
CCC1140,272.87,6/27/2020
CCC1140,58.69,6/28/2020
CCC1140,300.02,6/29/2020
CCC1140,281.73,6/30/2020
CCC1140,317.02,07-01-2020
CCC1140,371.86,07-02-2020
CCC1140,60.93,07-03-2020
CCC1140,53.89,07-04-2020
CCC1140,55.5,07-05-2020
CCC1140,321.7,07-06-2020
CCC1140,184.72,07-07-2020
CCC1140,323.95,07-08-2020
CCC1140,294.49,07-09-2020
CCC1140,297.71,07-10-2020
CCC1140,113.86,07-11-2020
CCC1140,69.99,07-12-2020
CCC1140,307.4,7/13/2020
CCC1140,418.28,7/14/2020
CCC1140,394.38,7/15/2020
CCC1140,342.21,7/16/2020
CCC1140,316.39,7/17/2020
CCC1140,142.82,7/18/2020
CCC1140,81.53,7/19/2020
CCC1140,349.19,7/20/2020
CCC1140,338.97,7/21/2020
CCC1140,363.56,7/22/2020
CCC1140,325.53,7/23/2020
CCC1140,312.67,7/24/2020
CCC1140,79.59,7/25/2020
CCC1140,101.29,7/26/2020
CCC1140,302.56,7/27/2020
CCC1140,373.96,7/28/2020
CCC1140,367.32,7/29/2020
CCC1140,366.96,7/30/2020
CCC1140,371.24,7/31/2020
CCC1140,73.08,08-01-2020
CCC1140,61.91,08-02-2020
CCC1140,331.93,08-03-2020
CCC1140,405.44,08-04-2020
CCC1140,402.6,08-05-2020
CCC1140,364.7,08-06-2020
CCC1140,337.25,08-07-2020
CCC1140,89.38,08-08-2020
CCC1140,58.52,08-09-2020
CCC1140,359.93,08-10-2020
CCC1140,365.95,08-11-2020
CCC1140,347.35,08-12-2020
CCC1140,358.78,8/13/2020
CCC1140,319.44,8/14/2020
CCC1140,70.35,8/15/2020
CCC1140,72.97,8/16/2020
CCC1140,404.74,8/17/2020
CCC1140,490.13,8/18/2020
CCC1140,407.83,8/19/2020
CCC1140,333.85,8/20/2020
CCC1140,312.86,8/21/2020
CCC1140,140.1,8/22/2020
CCC1140,82.97,8/23/2020
CCC1140,379.35,8/24/2020
CCC1140,403.47,8/25/2020
CCC1140,369.01,8/26/2020
CCC1140,358.64,8/27/2020
CCC1140,320.78,8/28/2020
CCC1140,116.18,8/29/2020
CCC1140,60.49,8/30/2020
CCC1140,305.91,8/31/2020
CCC1140,294.07,09-01-2020
CCC1140,339.6,09-02-2020
CCC1140,349.13,09-03-2020
CCC1140,337.47,09-04-2020
CCC1140,59.13,09-05-2020
CCC1140,63.04,09-06-2020
CCC1140,72.16,09-07-2020
CCC1140,347.57,09-08-2020
CCC1140,333.69,09-09-2020
CCC1140,308.38,09-10-2020
CCC1140,340.15,09-11-2020
CCC1140,140.71,09-12-2020
CCC1140,35.8,9/13/2020
CCC1140,252.25,9/14/2020
CCC1140,269.89,9/15/2020
CCC1140,284.96,9/16/2020
CCC1140,281.32,9/17/2020
CCC1140,244.44,9/18/2020
CCC1140,38.25,9/19/2020
CCC1140,67.33,9/20/2020
CCC1140,198.14,9/21/2020
CCC1140,297.66,9/22/2020
CCC1140,252.85,9/23/2020
CCC1140,275.94,9/24/2020
CCC1140,299.43,9/25/2020
CCC1140,103.18,9/26/2020
CCC1140,42.94,9/27/2020
CCC1140,330.63,9/28/2020
CCC1140,302.97,9/29/2020
CCC1140,344.57,9/30/2020
CCC1140,261.77,10-01-2020
CCC1140,330.91,10-02-2020
CCC1140,41.8,10-03-2020
CCC1140,42.01,10-04-2020
CCC1140,279.55,10-05-2020
CCC1140,284.75,10-06-2020
CCC1140,273.41,10-07-2020
CCC1140,290.34,10-08-2020
CCC1140,221.33,10-09-2020
CCC1140,63.93,10-10-2020
CCC1140,30.71,10-11-2020
CCC1140,222.99,10-12-2020
CCC1140,281.35,10/13/2020
CCC1140,252.73,10/14/2020
CCC1140,260.45,10/15/2020
CCC1140,295.47,10/16/2020
CCC1140,103.08,10/17/2020
CCC1140,50.94,10/18/2020
CCC1140,265.26,10/19/2020
CCC1140,286.12,10/20/2020
CCC1140,260.28,10/21/2020
CCC1140,310.29,10/22/2020
CCC1140,263.34,10/23/2020
CCC1140,121.09,10/24/2020
CCC1140,35.31,10/25/2020
CCC1140,262.33,10/26/2020
CCC1140,258.41,10/27/2020
CCC1140,224.19,10/28/2020
CCC1140,263.76,10/29/2020
CCC1140,288.9,10/30/2020
CCC1140,71.61,10/31/2020
CCC1140,55.92,11-01-2020
CCC1140,223.92,11-02-2020
CCC1140,266.09,11-03-2020
CCC1140,345.6,11-04-2020
CCC1140,403.19,11-05-2020
CCC1140,277.3,11-06-2020
CCC1140,53.86,11-07-2020
CCC1140,31.5,11-08-2020
CCC1140,240.54,11-09-2020
CCC1140,250.77,11-10-2020
CCC1140,276.29,11-11-2020
CCC1140,246.15,11-12-2020
CCC1140,267.91,11/13/2020
CCC1140,96.99,11/14/2020
CCC1140,46.42,11/15/2020
CCC1140,233.34,11/16/2020
CCC1140,221.53,11/17/2020
CCC1140,300.18,11/18/2020
CCC1140,232.66,11/19/2020
CCC1140,10.09,11/20/2020
,,11-01-2019
,,11-02-2019
,,11-03-2019
,,11-04-2019
,,11-05-2019
,,11-06-2019
,,11-07-2019
,,11-08-2019
,,11-09-2019
,,11-10-2019
,,11-11-2019
,,11-12-2019
,,11/13/2019
,,11/14/2019
,,11/15/2019
,,11/16/2019
,,11/17/2019
,,11/18/2019
,,11/19/2019
,,11/20/2019
,,11/21/2019
,,11/22/2019
,,11/23/2019
,,11/24/2019
,,11/25/2019
,,11/26/2019
,,11/27/2019
,,11/28/2019
,,11/29/2019
,,11/30/2019
,,12-01-2019
,,12-02-2019
,,12-03-2019
,,12-04-2019
,,12-05-2019
CCC2044,260.27,12-06-2019
CCC2044,25.42,12-07-2019
CCC2044,23.97,12-08-2019
CCC2044,215.81,12-09-2019
CCC2044,264.93,12-10-2019
CCC2044,304.71,12-11-2019
CCC2044,324.7,12-12-2019
CCC2044,321.07,12/13/2019
CCC2044,155.97,12/14/2019
CCC2044,63.85,12/15/2019
CCC2044,315.16,12/16/2019
CCC2044,263.92,12/17/2019
CCC2044,276.85,12/18/2019
CCC2044,329.21,12/19/2019
CCC2044,322.14,12/20/2019
CCC2044,158.13,12/21/2019
CCC2044,29.5,12/22/2019
CCC2044,311.59,12/23/2019
CCC2044,252.98,12/24/2019
CCC2044,90.7,12/25/2019
CCC2044,261.78,12/26/2019
CCC2044,296.33,12/27/2019
CCC2044,163.24,12/28/2019
CCC2044,25.76,12/29/2019
CCC2044,229.19,12/30/2019
CCC2044,196.37,12/31/2019
CCC2044,221.98,01-01-2020
CCC2044,307.22,01-02-2020
CCC2044,267.45,01-03-2020
CCC2044,214.16,01-04-2020
CCC2044,22.08,01-05-2020
CCC2044,283.01,01-06-2020
CCC2044,275.72,01-07-2020
CCC2044,361.96,01-08-2020
CCC2044,314.2,01-09-2020
CCC2044,311,01-10-2020
CCC2044,52.97,01-11-2020
CCC2044,35.7,01-12-2020
CCC2044,261.4,1/13/2020
CCC2044,278.81,1/14/2020
CCC2044,258.53,1/15/2020
CCC2044,297.75,1/16/2020
CCC2044,265.15,1/17/2020
CCC2044,82.22,1/18/2020
CCC2044,53.99,1/19/2020
CCC2044,247.03,1/20/2020
CCC2044,314.55,1/21/2020
CCC2044,347.56,1/22/2020
CCC2044,375.61,1/23/2020
CCC2044,232.93,1/24/2020
CCC2044,40.7,1/25/2020
CCC2044,40.14,1/26/2020
CCC2044,184.18,1/27/2020
CCC2044,218.61,1/28/2020
CCC2044,341.62,1/29/2020
CCC2044,331.34,1/30/2020
CCC2044,256.5,1/31/2020
CCC2044,31.61,02-01-2020
CCC2044,22.33,02-02-2020
CCC2044,257.1,02-03-2020
CCC2044,346.97,02-04-2020
CCC2044,272.42,02-05-2020
CCC2044,260.86,02-06-2020
CCC2044,237.12,02-07-2020
CCC2044,159.77,02-08-2020
CCC2044,55.61,02-09-2020
CCC2044,199.97,02-10-2020
CCC2044,325.74,02-11-2020
CCC2044,299.76,02-12-2020
CCC2044,316.58,2/13/2020
CCC2044,334.48,2/14/2020
CCC2044,232.18,2/15/2020
CCC2044,31.22,2/16/2020
CCC2044,215.35,2/17/2020
CCC2044,320.39,2/18/2020
CCC2044,236.64,2/19/2020
CCC2044,241.12,2/20/2020
CCC2044,230.7,2/21/2020
CCC2044,111.91,2/22/2020
CCC2044,28.47,2/23/2020
CCC2044,193.69,2/24/2020
CCC2044,343.4,2/25/2020
CCC2044,373.1,2/26/2020
CCC2044,339.61,2/27/2020
CCC2044,294.07,2/28/2020
CCC2044,109.91,2/29/2020
CCC2044,25.23,03-01-2020
CCC2044,197.44,03-02-2020
CCC2044,232.77,03-03-2020
CCC2044,342.99,03-04-2020
CCC2044,285.78,03-05-2020
CCC2044,243.98,03-06-2020
CCC2044,213.91,03-07-2020
CCC2044,24.23,03-08-2020
CCC2044,234.66,03-09-2020
CCC2044,364.71,03-10-2020
CCC2044,308.19,03-11-2020
CCC2044,258.94,03-12-2020
CCC2044,198.64,3/13/2020
CCC2044,75.75,3/14/2020
CCC2044,62.48,3/15/2020
CCC2044,208.5,3/16/2020
CCC2044,273.2,3/17/2020
CCC2044,226.77,3/18/2020
CCC2044,261.42,3/19/2020
CCC2044,277.35,3/20/2020
CCC2044,120.68,3/21/2020
CCC2044,56.85,3/22/2020
CCC2044,226.79,3/23/2020
CCC2044,259.88,3/24/2020
CCC2044,252.24,3/25/2020
CCC2044,283.67,3/26/2020
CCC2044,228.11,3/27/2020
CCC2044,177.24,3/28/2020
CCC2044,32.03,3/29/2020
CCC2044,235.23,3/30/2020
CCC2044,275.34,3/31/2020
CCC2044,175.14,04-01-2020
CCC2044,193.01,04-02-2020
CCC2044,214.87,04-03-2020
CCC2044,142.29,04-04-2020
CCC2044,64.52,04-05-2020
CCC2044,205.71,04-06-2020
CCC2044,243.11,04-07-2020
CCC2044,263.08,04-08-2020
CCC2044,181.09,04-09-2020
CCC2044,209.46,04-10-2020
CCC2044,146.88,04-11-2020
CCC2044,46.95,04-12-2020
CCC2044,199.63,4/13/2020
CCC2044,218.36,4/14/2020
CCC2044,207.93,4/15/2020
CCC2044,329.32,4/16/2020
CCC2044,247.94,4/17/2020
CCC2044,162.49,4/18/2020
CCC2044,95.6,4/19/2020
CCC2044,241.6,4/20/2020
CCC2044,321.25,4/21/2020
CCC2044,242.84,4/22/2020
CCC2044,289.34,4/23/2020
CCC2044,185.36,4/24/2020
CCC2044,88.02,4/25/2020
CCC2044,91.64,4/26/2020
CCC2044,227.16,4/27/2020
CCC2044,238.31,4/28/2020
CCC2044,245.17,4/29/2020
CCC2044,313.99,4/30/2020
CCC2044,222.69,05-01-2020
CCC2044,62.07,05-02-2020
CCC2044,45.31,05-03-2020
CCC2044,248.7,05-04-2020
CCC2044,263.25,05-05-2020
CCC2044,314.67,05-06-2020
CCC2044,332.32,05-07-2020
CCC2044,254.17,05-08-2020
CCC2044,70.03,05-09-2020
CCC2044,61.4,05-10-2020
CCC2044,250.49,05-11-2020
CCC2044,289.32,05-12-2020
CCC2044,234.47,5/13/2020
CCC2044,213.23,5/14/2020
CCC2044,214.36,5/15/2020
CCC2044,58.43,5/16/2020
CCC2044,60.76,5/17/2020
CCC2044,174.99,5/18/2020
CCC2044,207.43,5/19/2020
CCC2044,239.06,5/20/2020
CCC2044,347.31,5/21/2020
CCC2044,303.67,5/22/2020
CCC2044,267.28,5/23/2020
CCC2044,252.97,5/24/2020
CCC2044,275.48,5/25/2020
CCC2044,293.48,5/26/2020
CCC2044,286.29,5/27/2020
CCC2044,353.43,5/28/2020
CCC2044,317.54,5/29/2020
CCC2044,205.29,5/30/2020
CCC2044,196.5,5/31/2020
CCC2044,266.85,06-01-2020
CCC2044,325.52,06-02-2020
CCC2044,302.5,06-03-2020
CCC2044,308.5,06-04-2020
CCC2044,272,06-05-2020
CCC2044,61.75,06-06-2020
CCC2044,56.48,06-07-2020
CCC2044,315.2,06-08-2020
CCC2044,337.72,06-09-2020
CCC2044,310.93,06-10-2020
CCC2044,299.47,06-11-2020
CCC2044,280.31,06-12-2020
CCC2044,137.21,6/13/2020
CCC2044,58.79,6/14/2020
CCC2044,224.29,6/15/2020
CCC2044,339.32,6/16/2020
CCC2044,301.72,6/17/2020
CCC2044,345.45,6/18/2020
CCC2044,318.34,6/19/2020
CCC2044,145.15,6/20/2020
CCC2044,70.58,6/21/2020
CCC2044,227.94,6/22/2020
CCC2044,353.09,6/23/2020
CCC2044,305.34,6/24/2020
CCC2044,378.45,6/25/2020
CCC2044,348.77,6/26/2020
CCC2044,215.95,6/27/2020
CCC2044,240.04,6/28/2020
CCC2044,307.22,6/29/2020
CCC2044,362.42,6/30/2020
CCC2044,337.47,07-01-2020
CCC2044,296.99,07-02-2020
CCC2044,195.34,07-03-2020
CCC2044,206.25,07-04-2020
CCC2044,202.62,07-05-2020
CCC2044,265.45,07-06-2020
CCC2044,343.98,07-07-2020
CCC2044,304.26,07-08-2020
CCC2044,336.11,07-09-2020
CCC2044,342.54,07-10-2020
CCC2044,159.12,07-11-2020
CCC2044,77.6,07-12-2020
CCC2044,255.01,7/13/2020
CCC2044,367.77,7/14/2020
CCC2044,254.9,7/15/2020
CCC2044,273.37,7/16/2020
CCC2044,318.13,7/17/2020
CCC2044,178.38,7/18/2020
CCC2044,70.45,7/19/2020
CCC2044,258.41,7/20/2020
CCC2044,312.02,7/21/2020
CCC2044,188.22,7/22/2020
CCC2044,303.41,7/23/2020
CCC2044,280.65,7/24/2020
CCC2044,189.44,7/25/2020
CCC2044,184.36,7/26/2020
CCC2044,349.96,7/27/2020
CCC2044,292.04,7/28/2020
CCC2044,311.73,7/29/2020
CCC2044,319.25,7/30/2020
CCC2044,225.3,7/31/2020
CCC2044,85.33,08-01-2020
CCC2044,80.74,08-02-2020
CCC2044,244.12,08-03-2020
CCC2044,201.2,08-04-2020
CCC2044,230.45,08-05-2020
CCC2044,226.22,08-06-2020
CCC2044,240.75,08-07-2020
CCC2044,73.38,08-08-2020
CCC2044,56.26,08-09-2020
CCC2044,167.6,08-10-2020
CCC2044,218.53,08-11-2020
CCC2044,241.34,08-12-2020
CCC2044,223.3,8/13/2020
CCC2044,290.24,8/14/2020
CCC2044,216.72,8/15/2020
CCC2044,68.05,8/16/2020
CCC2044,236.81,8/17/2020
CCC2044,276.26,8/18/2020
CCC2044,247.2,8/19/2020
CCC2044,230.94,8/20/2020
CCC2044,183.54,8/21/2020
CCC2044,41.48,8/22/2020
CCC2044,48.56,8/23/2020
CCC2044,242.87,8/24/2020
CCC2044,257.81,8/25/2020
CCC2044,280.51,8/26/2020
CCC2044,228.65,8/27/2020
CCC2044,216.62,8/28/2020
CCC2044,180.56,8/29/2020
CCC2044,169.47,8/30/2020
CCC2044,285.87,8/31/2020
CCC2044,234.36,09-01-2020
CCC2044,218.98,09-02-2020
CCC2044,303.04,09-03-2020
CCC2044,209.46,09-04-2020
CCC2044,211.95,09-05-2020
CCC2044,210.32,09-06-2020
CCC2044,211.14,09-07-2020
CCC2044,315.11,09-08-2020
CCC2044,260.73,09-09-2020
CCC2044,279.15,09-10-2020
CCC2044,158.08,09-11-2020
CCC2044,66.84,09-12-2020
CCC2044,64.75,9/13/2020
CCC2044,209.69,9/14/2020
CCC2044,237.37,9/15/2020
CCC2044,318.91,9/16/2020
CCC2044,237.05,9/17/2020
CCC2044,259.08,9/18/2020
CCC2044,72.9,9/19/2020
CCC2044,72.21,9/20/2020
CCC2044,216.09,9/21/2020
CCC2044,217.69,9/22/2020
CCC2044,248.22,9/23/2020
CCC2044,287.76,9/24/2020
CCC2044,192.51,9/25/2020
CCC2044,72.27,9/26/2020
CCC2044,73.02,9/27/2020
CCC2044,280.35,9/28/2020
CCC2044,312.5,9/29/2020
CCC2044,178.93,9/30/2020
CCC2044,166.51,10-01-2020
CCC2044,179.81,10-02-2020
CCC2044,48.13,10-03-2020
CCC2044,80.11,10-04-2020
CCC2044,257.1,10-05-2020
CCC2044,300.51,10-06-2020
CCC2044,273.42,10-07-2020
CCC2044,236.48,10-08-2020
CCC2044,219.13,10-09-2020
CCC2044,72.66,10-10-2020
CCC2044,66.78,10-11-2020
CCC2044,241.08,10-12-2020
CCC2044,268.27,10/13/2020
CCC2044,255.06,10/14/2020
CCC2044,252.27,10/15/2020
CCC2044,171.89,10/16/2020
CCC2044,70.66,10/17/2020
CCC2044,72.53,10/18/2020
CCC2044,292.21,10/19/2020
CCC2044,220.85,10/20/2020
CCC2044,209.21,10/21/2020
CCC2044,293.73,10/22/2020
CCC2044,238.51,10/23/2020
CCC2044,203.07,10/24/2020
CCC2044,107.14,10/25/2020
CCC2044,174.82,10/26/2020
CCC2044,276.89,10/27/2020
CCC2044,243.13,10/28/2020
CCC2044,309.01,10/29/2020
CCC2044,275.32,10/30/2020
CCC2044,100.6,10/31/2020
CCC2044,68.26,11-01-2020
CCC2044,186.71,11-02-2020
CCC2044,302.42,11-03-2020
CCC2044,303.38,11-04-2020
CCC2044,282.21,11-05-2020
CCC2044,271.62,11-06-2020
CCC2044,53.71,11-07-2020
CCC2044,55.81,11-08-2020
CCC2044,298.02,11-09-2020
CCC2044,253.13,11-10-2020
CCC2044,208.38,11-11-2020
CCC2044,149.02,11-12-2020
